TF,std,mean
ZNF534,318.32950140869383,957.2205882352941
NKX21,335.027402290344,801.6647058823529
AHRR,305.6266141122887,791.4235294117647
ZNF233,249.70062078872843,839.3211764705884
E2F8,318.67149409482045,746.405882352941
CASZ1,260.4301172972801,764.4852941176471
FOXJ1,303.29977375327655,917.075294117647
ZNF576,239.79786433576308,806.5276470588236
ZBTB21,345.58247400089886,815.0264705882353
CHAMP1,337.86561798732987,768.9852941176471
NFIB,200.2898242729136,533.6429411764715
SLC2A4RG,267.30361474542923,645.2219411764706
PLAG1,269.04788324625406,774.4400000000003
ZNF571,245.64527553703357,775.1670588235296
ZNF705E,281.194187872142,1126.1029411764705
ZNF350,236.65988162074177,892.2841176470589
ZNF100,262.1729566648788,752.6235294117645
MYRF,361.62674431177163,685.8323529411765
BHLHA9,284.20628616564215,1010.885294117647
FOXJ2,192.90007194671645,621.9105882352951
ZNF836,228.13251839257342,865.7052941176469
DMRT2,255.10342178306797,780.364117647059
SNAI2,239.63913720019585,521.5055882352949
ZSCAN21,235.67782010767706,812.7629411764708
ZNF567,260.6220227889758,830.9264705882352
HOXC8,288.7715377917906,736.6729411764704
THAP6,240.02394971580173,906.8964705882353
ZNF845,260.5111067583335,718.8445294117646
POU3F4,269.93777590865835,776.7788235294119
RLF,289.4986993965857,781.750588235294
ZBTB2,281.1526061123622,717.5558823529411
ZBED6,452.8073451100258,686.2411764705882
ZNF232,266.7374057381332,862.7588235294118
TFDP3,314.5840570567227,888.681588235294
ST18,299.10771203817205,754.5820000000002
SIX4,270.3429723707795,736.755294117647
ZNF474,305.95453237696097,863.0123529411758
FERD3L,247.40919454855194,907.7817647058821
ESX1,272.4657752196839,833.3088235294117
PRDM10,242.46136329509372,931.2511764705881
ZNF227,245.60979069818902,736.7982352941176
ZNF891,316.92302233887864,844.3705882352941
CDX1,324.35998006205153,809.3570588235297
ZNF419,244.00633865651875,820.9917647058824
FOXH1,271.8310768278992,824.028411764706
ZNF674,258.206621529485,891.7664705882356
HOXD12,248.0177066656746,854.8429411764708
ZNF79,252.25909171029826,822.5552941176469
PRDM15,236.82728568303915,823.4352941176473
FOXD3,241.2915082488623,712.1723529411764
ZEB2,211.85521964339148,566.5452941176478
NKX24,325.1135425106783,955.1470588235294
SIM2,237.66318233014997,818.5411764705879
NCOA2,231.11345500569112,631.9873529411773
HES7,243.59189169371174,858.155882352941
MTERF4,317.2399825742061,885.1235294117647
NKX11,266.70699065697096,1202.235294117647
DLX6,259.6686234240677,719.1282352941175
ZNF841,270.0099801019984,754.4894117647059
ZNF347,257.52260144390806,847.5100000000001
ZNF408,310.00215357774016,786.5380588235295
DNMT1,359.9859780886839,858.5823529411765
ONECUT1,235.05122742520783,599.596470588236
ZNF385A,259.4266775340561,747.0411764705882
RBAK,267.0810245817017,758.3364705882354
NKX22,306.14033714994497,824.8441176470589
IRX4,316.46169730190564,727.0482941176471
ZNF620,232.1298763117436,892.1129411764705
ZNF470,222.57715397270272,735.4170588235295
IRF6,310.31366338564334,751.5257058823528
ZFP14,239.68346006533207,836.0635294117644
SCX,434.7040015370398,688.0705882352942
CREB3L3,335.18794934568353,746.3429411764707
ZBTB11,218.84126376774233,581.850588235295
ZNF860,314.1640970048137,790.0058823529412
ZNF407,279.40115167240265,744.010588235294
RORC,273.4136649940945,767.599
ZNF555,245.85433529517417,899.2300000000006
NFAT5,311.66162984154636,684.7858823529413
ZNF148,268.00411715983455,661.5284117647058
TWIST1,240.74656453599874,571.4888235294127
ZNF837,271.231161404459,791.8705882352941
ZNF705D,201.2905862324732,1137.5564705882352
ZXDB,241.60953443485934,756.7494117647059
ZNF77,244.92741942945983,807.9147058823531
ZNF654,273.65687917538986,653.5735294117648
MESP1,285.3910983493622,774.683529411765
THAP10,270.9994849799173,759.5947058823529
ZNF460,246.4925029158794,699.3494117647058
TBX15,279.2507861541293,715.7505882352941
ZNF879,357.0486984912933,779.0705882352942
ZBTB25,259.77002704894727,798.6576470588235
SIX1,298.7530788335061,733.5854705882352
ZNF136,283.7216938552274,756.9970588235295
ZNF35,250.41242689547687,730.3335294117647
PROX2,249.48149948882198,836.4547058823525
ZNF93,310.61959684693636,738.7088235294118
ZNF441,257.92954502067056,854.5935294117645
ZNF717,254.0029868058643,801.3511764705879
FOXI1,259.81634791775224,871.3223529411764
ZNF367,366.5304910865776,727.0094705882352
TLX1,254.5273873473154,815.2211764705881
POU6F2,236.86259457177837,828.1070588235294
RAG1,241.73422891939924,797.8764705882353
ZNF672,274.1603646913596,775.1894117647059
ZNF780A,245.72189228843357,749.8641176470587
FOXB1,247.74970286441274,750.9229411764705
DRAP1,269.0151671724348,784.0029411764706
DRGX,251.1068775245558,768.6235294117645
RREB1,268.2770532774106,783.4317647058825
ZHX3,284.728636318369,657.2925294117646
ZNF804B,256.22558027608727,939.7405882352942
ASCL3,281.4305125763376,809.6741176470587
ALX3,236.97427476438122,876.114117647059
SNAPC2,337.54088850045457,720.864705882353
HNF1B,215.7319864787305,565.2380000000002
ZNF91,242.50382205391182,751.6958823529415
ZNF257,249.33184693063018,845.2676470588239
SOX4,222.02062185008927,681.3674705882353
ZNF235,234.3250322150616,756.7458823529411
JAZF1,235.23981888963593,675.8058823529411
PITX2,282.64305923772355,777.4723529411764
ZNF600,217.1447904081336,814.384705882353
PITX1,293.1105685702716,774.4635294117649
ZBTB6,246.87925074197628,815.4870588235293
THAP2,264.30762523769295,754.1352941176469
ZNF124,238.20125048879143,762.5441176470588
FOXB2,244.72853877693444,828.8789999999999
ZNF284,259.0176253337864,791.3217647058826
ZNF568,228.14820705372824,863.6229411764702
NKRF,268.15621227243525,815.5117647058823
ZNF764,254.63654402106548,887.1941176470586
ZNF607,234.7709962727837,833.4911764705879
ZNF615,286.2034833785502,753.7111764705884
ZFP57,241.28916653442568,853.5335294117648
TIGD3,264.4007503861018,798.6
ZNF174,268.96306023693165,852.9182352941178
SP6,285.5053413226678,741.5158823529409
ZNF747,236.2166976776776,843.1047058823528
ZNF426,262.8334667377473,799.9441176470589
ZBTB1,248.29079990775023,728.3535294117648
MXD1,293.6640505310721,725.5780588235295
SMYD3,321.1019522925674,789.1117647058824
ONECUT2,266.52906584028653,747.9882352941174
ZBTB34,277.963540924324,874.1876470588237
ZBTB8B,332.5504563675743,848.8558823529412
KLF15,281.0123455135252,794.9205882352941
ELF2,264.56619773045907,735.7835294117646
GTF2IRD2B,243.077739878489,883.2970588235297
ZNF519,235.89844312362845,791.5941176470585
GSC2,235.91915632019052,947.523529411765
ZNF678,265.4175242356697,708.9842941176471
ZNF385D,310.4589212160241,762.2564705882354
ZNF805,268.77760315654996,732.21
IKZF2,274.8666444397141,783.4141176470588
HOXA1,269.06414587971625,745.8176470588234
FOXD1,349.105572434526,724.0441176470588
HES2,294.7765341555488,874.0000000000003
TFE3,297.5780539953023,820.6558823529411
ZNF552,242.03357397206338,838.1841176470591
ZNF883,347.45024565748787,706.8676470588235
BARX2,305.1883674364363,818.7270588235294
ZNF585B,259.75312179305786,856.8470588235296
ZNF713,233.4240272219442,892.6764705882349
ZNF480,245.0079643313637,768.9699999999999
ZNF782,269.91468655696326,763.8947058823528
ATMIN,251.49615693141408,900.9311764705885
UBP1,269.03718254428685,821.909411764706
TIGD2,258.66248900361,813.961176470588
REL,254.94148139378837,785.6076470588234
PAX9,289.11791799075104,734.4576470588239
RFX8,349.4760744205704,780.5941176470589
REXO4,349.53866149379274,733.7470588235294
HES6,265.5618243184229,801.2682352941176
ZNF549,263.0553261252358,853.1435294117647
ZNF443,268.5702557168797,780.7452941176468
SAFB,362.3274214301517,831.3058823529411
USF3,328.10965962350565,709.7088235294118
ZNF66,324.8333544350057,873.4205882352941
ZNF440,241.92365615394408,779.838823529412
CREBL2,278.0725164962556,765.7888235294121
ZNF611,229.7240548414142,858.2799999999995
ZNF616,264.18661435887407,693.9035294117647
ZFP37,238.51249312261533,729.1517647058824
ZNF33A,270.8945788537543,693.6268823529413
MSX1,253.25196524224683,854.2905882352946
ZNF530,269.81491723941934,812.5117647058826
ZNF606,257.2483894379715,792.6211764705885
ZNF396,228.48488251700505,945.6923529411762
ZBTB37,277.85900384001764,711.2370588235295
ZNF131,257.6860581156134,843.3317647058823
GTF2IRD1,324.0545419966415,699.7764705882353
E2F2,315.8296847725132,767.5545294117649
SNAI3,287.8800952982352,763.866882352941
ZNF292,256.17063470114664,789.2923529411765
ELF4,318.88497619161046,795.3135294117646
OVOL1,320.072105089774,807.094294117647
ZNF76,269.18194890266426,763.229411764706
ZSCAN23,255.6460448296325,780.9076470588232
VSX2,280.34478611272885,716.5400000000002
ISL2,236.777433792053,757.4464705882356
ZNF320,272.20998786581805,822.511764705882
ZFP3,251.11748197659168,786.8317647058819
ZNF667,239.56927227907835,735.7452941176472
FOXE1,287.2041650956891,782.7611764705883
ETV7,269.2890150828182,716.6764705882355
ZFY,266.1674092979142,787.1129411764707
ETV3,275.97689648178783,802.2607647058821
MESP2,236.16440136182302,866.4329411764704
NR1D2,256.0422112188954,870.3817647058823
ZNF442,240.09373954030167,805.7629411764707
HELT,246.15069086000898,877.1547058823533
ZNF285,310.7722859068723,833.785294117647
FOXD4L6,280.2704156388129,942.4941176470588
ZNF484,264.899250948639,762.4935294117646
TBX22,266.37815918850356,800.7523529411765
KLF11,248.5829018165385,799.661176470588
ZNF429,267.687407845103,843.7764705882353
ZNF12,272.04762111283014,670.8964705882352
PRDM13,231.92350493045606,834.3870588235293
ZNF394,266.4755630244076,793.6617647058823
ZSCAN25,326.4955647118966,855.564705882353
ZNF20,219.73412277760534,989.9117647058823
ZNF467,289.6703290864986,782.0717647058826
HIVEP2,276.24664544521704,716.7252941176469
NOTO,240.8247635898198,855.7541176470589
ZNF570,259.9875550858401,889.2841176470588
ZNF613,249.53525362202592,805.814705882353
CGGBP1,299.8540328412112,854.7264705882353
ZNF225,267.1830121187444,1025.8676470588234
MIXL1,239.2456793014089,874.7764705882352
ZNF37A,263.14555637297855,825.8288235294119
BAZ2B,259.92046489523295,805.1476470588238
ZNF304,273.2738566477124,872.1535294117651
POU2AF1,296.2416215489887,950.7558823529412
POU4F3,261.6220548708548,829.4070588235293
ZNF296,265.3654484579598,790.9888235294118
NKX62,366.7430002919476,736.6117647058824
HOXD1,265.36656535180407,819.6041176470588
TRERF1,254.89134690145605,755.7962941176474
FOXD4L3,244.1119229283311,775.7511764705881
ZNF462,256.5908845750161,698.6605882352942
JDP2,274.7491692707494,732.042941176471
ZKSCAN4,222.66942254888227,867.138823529412
ZFP90,233.20456900439342,772.1988235294118
ZNF700,272.18749448238174,781.0813529411762
NKX23,295.3035068608028,853.3911764705882
OVOL3,315.6497818204752,1003.25
PLSCR1,335.1298380662919,721.214705882353
ZNF688,234.10022283641052,974.3458823529414
NR1H4,328.36289395881494,751.8815294117647
BHLHE23,300.09969031944945,1019.6205882352941
ZNF788P,247.56059632636067,813.275294117647
MYSM1,307.7300175534487,794.6235294117647
VENTX,256.01841392031196,834.0699999999998
ZNF852,294.8977286189021,798.035294117647
TCF20,274.9905040185685,835.0457058823528
EEA1,303.7938804383476,703.5674705882351
ZBED3,242.34145783628617,740.1217647058821
ZNF790,262.1050378513125,909.9629411764703
KLF7,262.733707995555,719.3513529411763
LIN54,328.2553056315348,725.9441176470589
TEAD3,290.32871213915575,671.8245294117647
ZBTB3,234.06576768243096,917.2970588235294
ZNF414,253.85517239498617,858.7947058823527
ZNF354B,254.78195657798497,689.1154705882354
ZNF765,248.59569813918773,802.8929411764703
ATF5,307.88732241870696,767.969411764706
ZNF621,276.29749545324296,804.5294117647062
TRAFD1,272.4567478542397,723.5815882352939
PCGF6,275.3004301983371,771.7133529411766
ZNF345,276.03541525142157,847.9005882352943
ZSCAN20,232.89703036134065,928.4305882352942
ZNF135,253.55924860215248,824.4747058823529
ZNF2,291.5816020087747,915.7117647058824
LEUTX,255.94537862780965,894.585882352941
ZNF41,281.8794228849367,795.3888235294116
ZNF341,261.69312412321005,831.4423529411769
MLXIPL,327.32503829594793,761.0189999999999
ZNF492,297.7298903077523,845.6617647058823
ASH1L,323.7556672877608,758.7219411764705
HNF1A,325.4975462193971,813.102941176471
ZNF397,338.2252498939938,870.3470588235294
ZNF417,281.34006203046636,797.2423529411763
ZNF160,247.8350971578141,793.7011764705879
PURB,312.4070704289841,933.5529411764705
ZNF724,308.18750248248307,966.2
ZNF573,262.12459464483715,736.3178235294118
ZNF268,250.01252178108453,803.83
ZNF446,266.93599811697663,802.5829411764706
HOXA3,278.19234650438614,693.898588235294
MGA,301.13578638370564,700.1241176470586
ZNF548,257.3087757188942,821.8482352941177
ZNF888,468.3676298819095,759.9235294117647
ZFAT,255.40440982275365,806.6541176470587
CSRNP1,391.5682590515904,714.2705882352941
ZNF331,272.93774284094087,826.1794117647058
ZNF684,234.5616152649996,875.0441176470584
NFE4,425.69697568359675,927.5705882352942
SHOX,251.67516023813528,824.8382352941175
IKZF4,254.1922523817386,806.7035294117645
ZNF773,257.9455847245224,813.201
ZNF45,261.64006184317094,773.7739411764707
ZNF333,264.3965798758604,881.257647058823
ZNF510,261.9890897843431,825.8776470588234
ZBTB7C,292.34627463781453,730.8833529411764
BORCS8MEF2B,462.7868653073565,793.2117647058824
ZNF114,241.5176172548975,851.0258823529413
ZFP82,261.62883575377697,773.5694117647058
L3MBTL3,323.96423730653123,635.6323529411765
ZNF81,294.8922781419774,764.3245294117648
ZNF648,222.7462871839372,946.6111764705889
ZFP69,313.0941780963264,860.8117647058823
ZNF486,260.2353530091469,787.5470588235294
CCDC17,351.56098085489924,966.4264705882352
HOXC6,287.6672792268273,731.0435294117647
ZKSCAN7,305.5936791506991,1017.6029411764706
ZNF736,350.0616100614925,849.6411764705882
NR1I3,328.4084773258205,861.9029411764706
ZNF669,239.80097195894328,873.6988235294118
CARF,343.812496252224,835.5764705882353
NFIL3,275.1611215386693,744.069176470588
CENPBD1,309.18969337565574,889.6911764705883
ZNF224,258.11095077475943,798.9411764705883
ZNF564,257.0464839835355,903.7464705882351
TET2,344.9617996173869,700.7
ZNF469,359.35016232969286,713.2558823529412
MBNL2,278.703658879866,654.689411764706
ETV3L,299.7173368391446,767.0229411764705
ZNF813,296.86104885423424,825.0852941176471
ZNF619,276.39924770064283,813.0035294117649
ZNF286B,334.19315353627235,789.7941176470588
ZNF630,316.72294943188524,947.7588235294118
ARID3C,409.17959871494696,899.6911764705883
TIGD1,339.94278429999514,848.55
GPBP1L1,322.4395418848337,921.5264705882353
